#ind,TIC,period_2g,period_2g_sigma_low,period_2g_sigma_high,chi2_2g,period_pf,period_pf_sigma_low,period_pf_sigma_high,chi2_pf,period_combined,period_combined_sigma_low,period_combined_sigma_high
888,232965249,3.72685882,0.00000309,0.00000305,266568.84142785,3.72683551,0.00000468,0.00005033,239219.61634000,3.72685734,0.00002418,0.00000719
889,162173122,NaN,0.00000159,0.00000158,NaN,0.37212015,0.00000086,0.00001149,201754.95638440,0.37212015,0.00000086,0.00001149
890,247145147,12.96037467,0.00024970,0.00025450,17153.27669398,12.96323496,0.00468552,0.00838705,20854.33198654,12.96048677,0.00045568,0.00595347
891,266996791,2.12373681,0.00000121,0.00000115,1582388.50443816,2.12378496,0.00001453,0.00000225,3384212.70982047,2.12373760,0.00000164,0.00004741
892,247205466,1.15277964,0.00002209,0.00002327,17976.31981271,1.15276908,0.00001764,0.00001130,16394.97020924,1.15277254,0.00001872,0.00001881
893,162305237,0.33718544,0.00000034,0.00000033,108229.35173185,0.33718624,0.00000021,0.00000020,222244.83285188,0.33718566,0.00000046,0.00000060
894,284364590,1.21746536,0.00000009,0.00000008,2248053.72614121,1.21746185,0.00000036,0.00000028,3825730.04044457,1.21746529,0.00000350,0.00000013
895,275860377,9.04515055,0.00359752,0.00387087,29882.16074028,8.86855001,0.01820119,0.00921399,30551.81460803,9.03588558,0.17575403,0.01116992
896,234347951,23.30397376,0.00003066,0.00003064,202540.60478351,23.30392180,0.00024011,0.00008733,3548591.71490122,23.30397269,0.00003280,0.00003192
897,248074315,15.72331537,0.00012515,0.00011856,82264.02167352,15.72305269,0.00031738,0.00012533,2837968.51592113,15.72331120,0.00013082,0.00012231
898,258837989,0.88703064,0.00000115,0.00000112,1362881.40674634,0.88701588,0.00000070,0.00000092,974444.28486418,0.88701685,0.00000141,0.00001413
899,248111238,NaN,NaN,NaN,NaN,4.64905329,0.00348965,0.00092603,7678.87207609,4.64905329,0.00348965,0.00092603
900,258839862,4.65793027,0.00312904,0.00320561,13739.11899359,4.66108284,0.00380311,0.00357064,13790.87507377,4.65934464,0.00364555,0.00391857
901,267239205,0.83024387,0.00007457,0.00008035,18553.23255771,0.82999075,0.00012368,0.00029409,18673.57232299,0.83019377,0.00025797,0.00012363
902,248394273,0.14858880,0.00000511,0.00000596,434467.12915838,0.14858346,0.00000154,0.00000152,9867.46913577,0.14858347,0.00000156,0.00000159
903,260128333,14.60878875,0.00005311,0.00004511,162072.11437173,14.60870650,0.00001863,0.00001840,128511.58165636,14.60872236,0.00002823,0.00008223
904,248410138,0.82196661,0.00000102,0.00000099,302321.02777712,0.82196425,0.00000080,0.00000076,534136.80162795,0.82196584,0.00000176,0.00000143
905,279081935,2.85689944,0.00000392,0.00000421,70463.34153149,2.85690200,0.00000349,0.00000631,73511.15390074,2.85690081,0.00000407,0.00000512
906,293689267,14.81160576,0.00335689,0.00332715,32902.51070184,14.79109047,0.00000689,0.00000000,33768.97616953,14.80953055,0.01844822,0.00454626
907,157273362,2.00004312,0.00006629,0.00007098,42894.72116041,NaN,NaN,NaN,43135.94694301,2.00004194,0.00006572,0.00007261
908,260131665,1.67253801,0.00000001,0.00000001,27699603297.55720139,1.67253864,0.00000001,0.00000001,28601071717.09963226,1.67253803,0.00000003,0.00000061
909,232967440,7.06434998,0.00003466,0.00003403,53087.53585382,7.06438062,0.00005167,0.00006316,52720.58625046,7.06436247,0.00004303,0.00005363
910,275911914,0.38562799,0.00000010,0.00000011,612322.30781313,0.38565122,0.00000170,0.00000298,4752299.28140838,0.38562801,0.00000011,0.00000017
911,280564453,6.91324353,0.00569180,0.00580454,8223.03239137,6.91937688,0.00000000,0.00082157,8539.23980580,6.91710192,0.00794308,0.00322082
912,250196734,7.70397436,0.00001488,0.00001517,346025.49900040,7.70379121,0.00002541,0.00040754,301455.90030513,7.70396738,0.00018924,0.00005177
913,250386181,1.47042815,0.00009942,0.00010159,17423.02551673,1.47050633,0.00019164,0.00021774,17426.76220989,1.47045412,0.00013423,0.00016954
914,166624433,2.48272347,0.00000208,0.00000185,934004.17516097,2.48275508,0.00000336,0.00000266,7681864.43675998,2.48272374,0.00000220,0.00000262
915,276119305,2.57847333,0.00000664,0.00000689,346191.79924073,2.57848742,0.00000581,0.00000580,686246.81547774,2.57847757,0.00000915,0.00001083
916,280667311,1.62788715,0.00001615,0.00001838,89750.23849326,1.62788920,0.00004520,0.00004898,94480.49817694,1.62788779,0.00002696,0.00003044
917,258918831,5.98552788,0.00003208,0.00005120,55615.09003969,5.98567412,0.00016214,0.00014444,54874.13634316,5.98556335,0.00006628,0.00018461
918,300161053,13.30623107,0.00063368,0.00062957,35259.11689509,13.30662327,0.00149761,0.00116103,35746.62386529,13.30633549,0.00091853,0.00098924
919,262434790,0.31439780,0.00000019,0.00000021,132414.64684822,NaN,NaN,NaN,312411.58662515,0.31439780,0.00000019,0.00000021
920,276252961,0.15587639,0.00000022,0.00000019,54100.01432882,0.15593581,0.00000007,0.00000007,127683.54838720,0.15587650,0.00000028,0.00005930
921,276315375,2.04869291,0.00000889,0.00000914,141770.53785415,2.04865486,0.00000481,0.00000532,55162.83837331,2.04865759,0.00000645,0.00003386
922,284461108,0.34953059,0.00000047,0.00000049,71010.54302186,0.34951184,0.00000017,0.00000004,172495.64237818,0.34953034,0.00001850,0.00000062
923,276458481,2.25311980,0.00070634,0.00071956,141760.88853512,2.25425033,0.00000000,0.00000000,142389.55559039,2.25311896,0.00070827,0.00071281
924,267556582,5.37577564,0.00000602,0.00000635,18571784.44971824,5.37575262,0.00000944,0.00000930,3887478.30798368,5.37575495,0.00001072,0.00001575
925,290032774,0.57785115,0.00000078,0.00000078,122349.18441364,0.57784762,0.00000090,0.00000093,96117.23797350,0.57784877,0.00000168,0.00000266
926,290034099,NaN,0.00000090,0.00000089,NaN,0.59213461,0.00000095,0.00000085,106390.72459129,0.59213461,0.00000095,0.00000085
927,166773165,5.03172546,0.00003343,0.00003022,81363.35023216,5.03132745,0.00001893,0.00001245,166087.66936766,5.03170253,0.00037652,0.00004501
928,290035575,NaN,0.00000040,0.00000042,NaN,0.95221102,0.00000001,0.00000000,26171726.06687205,0.95221102,0.00000001,0.00000000
929,232985036,1.46558254,0.00000453,0.00000423,296536.77832790,1.46553677,0.00000076,0.00000028,349147.10485334,1.46557605,0.00003957,0.00000874
930,238896431,16.24629059,0.00152038,0.00144530,38087.20992950,16.24205977,0.00163848,0.00229021,37614.43978688,16.24451794,0.00330694,0.00249766
931,267805178,1.48632759,0.00000239,0.00000251,357364.61980656,1.48635216,0.00000326,0.00000337,789503.03970863,1.48632903,0.00000328,0.00002303
932,306578324,1.29477661,0.00000043,0.00000044,164805.92421151,1.29477540,0.00000322,0.00000593,382185.38559360,1.29477657,0.00000100,0.00000069
933,300293197,13.14818713,0.00121028,0.00120422,201453107.89669904,13.12731869,0.00000146,0.00001184,2095587.86813762,13.12732585,0.00000865,0.00000865
934,300324638,NaN,0.00000279,0.00000332,NaN,2.64139636,0.00000238,0.00000281,3622352.07316624,2.64139636,0.00000238,0.00000281
935,159723646,NaN,0.00000161,0.00000173,NaN,1.07312581,0.00000012,0.00000029,2264925.31117511,1.07312581,0.00000012,0.00000029
936,219707463,NaN,0.00000051,0.00000054,NaN,4.50725780,0.00000018,0.00000019,5942219.77869934,4.50725780,0.00000018,0.00000019
937,308751185,1.36162636,0.00000235,0.00000267,105921.30112608,1.36163348,0.00001250,0.00000666,193487.71775000,1.36162709,0.00000339,0.00000742
938,308828048,1.06917570,0.00003905,0.00003963,39438.35506945,1.06924004,0.00000113,0.00004172,40078.76902510,1.06923811,0.00008304,0.00002331
939,167005326,0.72040782,0.00000076,0.00000084,81965.71446361,0.72040927,0.00000130,0.00000130,95787.45217207,0.72040833,0.00000104,0.00000146
940,306580215,3.49903860,0.00001788,0.00001788,181053.48588729,3.49895154,0.00000000,0.00000081,178838.07464982,3.49902586,0.00007382,0.00002568
941,262958558,3.53612068,0.00000177,0.00000189,10185184.02471516,3.53598607,0.00000286,0.00000304,6528224.90171828,3.53598890,0.00000469,0.00013226
942,259006185,NaN,0.00000068,0.00000067,NaN,1.93965242,0.00000018,0.00000013,321355.35579140,1.93965242,0.00000018,0.00000013
943,157751050,2.57973091,0.00045452,0.00045721,2248.22193477,2.57931028,0.00000000,0.00000000,2619.82939713,2.57972502,0.00047304,0.00045372
944,290410988,NaN,0.00000004,0.00000004,NaN,0.28587957,0.00000004,0.00000010,1033430.56723294,0.28587957,0.00000004,0.00000010
945,157754133,NaN,0.00000494,0.00000494,NaN,2.29557588,0.00000384,0.00000364,876416.58066123,2.29557588,0.00000384,0.00000364
946,279089927,1.90591737,0.00000173,0.00000177,430367.48630704,1.90607106,0.00000106,0.00000144,275162.11914598,1.90607016,0.00015312,0.00000184
947,260161144,2.23418071,0.00000004,0.00000004,3562174.89506824,2.23417891,0.00000007,0.00000007,464661457.82510781,2.23418071,0.00000004,0.00000004
948,277022714,3.88166393,0.00000084,0.00000095,9737344.81657078,3.88208305,0.00000289,0.00002867,8531791.77113551,3.88207862,0.00041505,0.00001926
949,308851582,4.91242668,0.00000039,0.00000036,3471517.25460010,4.91243452,0.00000042,0.00000031,3212983.24310385,4.91243368,0.00000717,0.00000100
950,270288280,0.30570848,0.00000048,0.00000041,157196.26920518,0.30570845,0.00000053,0.00000041,166404.25478233,0.30570847,0.00000051,0.00000041
951,167086201,2.19639133,0.00000081,0.00000090,16678723.40823406,2.19641942,0.00001702,0.00000844,16560858.50151295,2.19639282,0.00000199,0.00003077
952,284595199,NaN,0.00000086,0.00000100,NaN,3.47275072,0.00000134,0.00000676,14903415.44700018,3.47275072,0.00000134,0.00000676
953,300560295,NaN,0.00004186,0.00004546,NaN,20.58897992,0.00001654,0.00002709,529620.72093885,20.58897992,0.00001654,0.00002709
954,229808144,11.61036544,0.00016500,0.00017048,66458.14989573,11.61042700,0.00022610,0.00020271,108173.74194158,11.61038760,0.00018464,0.00018531
955,219738202,NaN,0.00000002,0.00000003,NaN,NaN,NaN,NaN,13092318.38814312,NaN,NaN,NaN
956,291385340,15.71960054,0.00007750,0.00007998,248297.15868453,15.74658214,0.00001860,0.00106233,25690610.79093024,15.71960215,0.00007939,0.00008321
957,294092960,NaN,0.00000198,0.00000317,NaN,0.90223216,0.00000098,0.00000672,8731522.57549569,0.90223216,0.00000098,0.00000672
958,167123437,0.76715129,0.00000126,0.00000134,103538.46390027,0.76715076,0.00000225,0.00000275,104524.71096665,0.76715112,0.00000179,0.00000181
959,300654002,NaN,0.00000079,0.00000083,NaN,2.75814183,0.00000030,0.00000033,5477734.09860423,2.75814183,0.00000030,0.00000033
960,306723230,2.52581565,0.00005598,0.00005332,28332.71188605,2.52579090,0.00002575,0.00003705,22114.87717873,2.52579884,0.00003538,0.00004870
961,159864610,3.63819257,0.00036077,0.00038503,28625.39649378,3.63872255,0.00065677,0.00015002,28152.20548101,3.63838888,0.00049142,0.00042723
962,233058265,26.28315459,0.00359965,0.00359224,21624.00149688,26.26862958,0.00560157,0.00607627,22310.12636386,26.27776371,0.01183521,0.00722965
963,294092966,0.90226153,0.00000007,0.00000008,6840098.27837646,0.90226165,0.00000012,0.00000013,7318899.56420254,0.90226158,0.00000010,0.00000013
964,318868129,NaN,0.00000079,0.00000071,NaN,0.37515348,0.00000006,0.00000008,96012.34684176,0.37515348,0.00000006,0.00000008
965,229811538,11.53597035,0.00453660,0.00452546,7268.00965352,11.53452448,0.00029881,0.00126093,7077.97769342,11.53483555,0.00102926,0.00321401
966,229889119,NaN,0.00000104,0.00000105,NaN,0.88752056,0.00000085,0.00000069,356485.04871258,0.88752056,0.00000085,0.00000069
967,267990226,3.28186056,0.00018164,0.00016433,30195.60305110,3.28192094,0.00030347,0.00025684,29393.55883003,3.28187807,0.00022605,0.00022344
968,318966048,0.23066424,0.00000085,0.00000085,41522.22689072,0.23066324,0.00000131,0.00000158,35396.28137387,0.23066384,0.00000137,0.00000116
969,272839425,0.36027184,0.00000125,0.00000098,43489.30191824,0.36027141,0.00000204,0.00000198,39867.44884405,0.36027165,0.00000165,0.00000137
970,309146836,5.42795400,0.00000023,0.00000023,39489147.37432958,5.42793328,0.00000045,0.00000044,131369918.84907755,5.42795391,0.00002041,0.00000028
971,309257814,1.23839694,0.00001269,0.00004385,108926.20538682,1.23808525,0.00000000,0.00000000,102161.68419878,1.23839687,0.00001264,0.00004461
972,272841995,0.44527872,0.00000018,0.00000017,342408.20665435,0.44527924,0.00000013,0.00000012,184896.05259817,0.44527915,0.00000045,0.00000018
973,219750638,NaN,0.00000001,0.00000001,NaN,0.40750132,0.00000003,0.00000001,12733128.30084272,0.40750132,0.00000003,0.00000001
974,281341249,4.38194718,0.00007391,0.00007641,6787189.04118666,4.38013120,0.00047088,0.00061755,6809996.73144200,4.38171315,0.00180783,0.00027136
975,236973844,5.29803063,0.00000015,0.00000014,181546793.66378209,5.29807554,0.00000000,0.00000011,191827106.48731655,5.29803072,0.00000020,0.00004490
976,291466214,NaN,0.00000238,0.00000217,NaN,7.05055674,0.00000160,0.00000200,70659253.48872435,7.05055674,0.00000160,0.00000200
977,313294818,1.29875290,0.00002356,0.00002649,172629.88679255,1.29876005,0.00004562,0.00004312,170813.50760368,1.29875519,0.00003149,0.00003554
978,272846131,0.59264586,0.00000574,0.00000522,36325.36182736,0.59266430,0.00000997,0.00001176,36152.98821231,0.59265217,0.00000930,0.00001791
979,291572619,NaN,NaN,NaN,NaN,1.49710248,0.00000000,0.00001763,13208.44460071,1.49710248,0.00000000,0.00001763
980,306763456,1.83312244,0.00000770,0.00000822,43426.69142212,1.83311758,0.00000438,0.00000648,44995.67228877,1.83311979,0.00000597,0.00000797
981,233080133,0.79166063,0.00000197,0.00000179,154850.03163326,0.79143491,0.00000024,0.00000032,306899.64224191,0.79165940,0.00022450,0.00000250
982,291651765,0.82740601,0.00001786,0.00001782,101850.31399285,0.82742477,0.00003360,0.00005878,101290.14093758,0.82741282,0.00002390,0.00004154
983,271529113,NaN,0.00000020,0.00000019,NaN,2.33735559,0.00000010,0.00000011,56117773.15274210,2.33735559,0.00000010,0.00000011
984,303264387,1.78088673,0.00027203,0.00027333,16566.66835151,1.78072432,0.00029346,0.00034888,16100.43060355,1.78081479,0.00031046,0.00030978
985,277566482,46.77268285,0.00749860,0.00763812,153926.89062784,48.69772844,0.07173408,0.00000000,132070.70655817,46.77900731,0.01146933,1.87852035
986,292317374,9.32071669,0.00207525,0.00222061,14254.48966622,9.31623470,0.00082605,0.00128128,15340.99654392,9.31802294,0.00220481,0.00378021
987,292474331,0.36669250,0.00000170,0.00000153,53310.88233947,0.36669125,0.00000258,0.00000264,48229.82374471,0.36669199,0.00000241,0.00000198
988,219765652,0.66594851,0.00000262,0.00000251,155629.59097963,0.66594862,0.00000025,0.00001377,180672.17401219,0.66594862,0.00000152,0.00000585
989,303351921,5.88979192,0.00002871,0.00002925,3991851.89997340,5.89034638,0.00001204,0.00001521,1653166.01470821,5.89033957,0.00054542,0.00001868
990,268380299,NaN,0.00003484,0.00002666,NaN,8.48044271,0.00002098,0.00001580,818879.43602422,8.48044271,0.00002098,0.00001580
991,272944291,1.41870262,0.00001990,0.00001934,30587.22952589,1.41869012,0.00002270,0.00002107,37476.14258535,1.41869732,0.00002238,0.00002076
992,294206967,2.75802986,0.00004520,0.00004655,40665.37291720,2.75795492,0.00007176,0.00002676,39699.03846284,2.75798115,0.00006216,0.00006914
993,277848666,1.42760983,0.00001012,0.00001083,231054.70177019,1.42760169,0.00000138,0.00000178,227566.23531421,1.42760291,0.00000268,0.00001172
994,259373684,21.68635203,0.00031612,0.00027844,48239.32563814,21.68631897,0.00089965,0.00103543,51568.66485104,21.68634642,0.00053489,0.00051720
995,281486906,3.46277119,0.00000304,0.00000300,150014.74609517,3.46278937,0.00000227,0.00000216,144039.60527111,3.46278403,0.00001434,0.00000639
996,300932479,NaN,NaN,NaN,NaN,3.59144150,0.00000000,0.00039843,109471.22900589,3.59144150,0.00000000,0.00039843
997,309434176,NaN,0.00000833,0.00000408,NaN,3.81877560,0.00000238,0.00000226,7591442.02498463,3.81877560,0.00000238,0.00000226
998,303441920,0.91766389,0.00000270,0.00000246,76971.38431873,0.91766122,0.00000549,0.00000313,79197.55523618,0.91766272,0.00000429,0.00000289
999,279202406,4.92166614,0.00000099,0.00000103,2023257.34381370,4.92166402,0.00000191,0.00000549,891939.99583439,4.92166548,0.00000286,0.00000271
1000,259470701,2.54360885,0.00004398,0.00004519,74564.86071144,2.54330159,0.00001659,0.00001614,74167.84575464,2.54334150,0.00004782,0.00028803
1001,219771660,14.49459449,0.00005637,0.00005471,186787.67876684,14.49458065,0.00004621,0.00003872,183418.74164239,14.49458627,0.00005027,0.00004702
1002,229914020,0.67600379,0.00000018,0.00000014,1158411.44101254,0.67600475,0.00000015,0.00000013,1110072.37950315,0.67600444,0.00000074,0.00000037
1003,293066086,0.46543227,0.00000158,0.00000149,298493.80195342,0.46538141,0.00000049,0.00000027,295247.00219213,0.46538207,0.00000091,0.00005088
1004,293081694,1.25609833,0.00002362,0.00002324,259632.13435284,1.25431479,0.00001042,0.00000876,109874.39733101,1.25431959,0.00001265,0.00177642
1005,309528896,NaN,0.00000189,0.00000205,NaN,1.89567291,0.00000774,0.00000139,13663935.60279822,1.89567291,0.00000774,0.00000139
1006,293109489,1.26495645,0.00016202,0.00016204,23447.57685449,1.26491853,0.00009289,0.00008939,23317.50778281,1.26493124,0.00011803,0.00012901
1007,301072091,NaN,0.00010245,0.00010409,NaN,7.90849722,0.00002185,0.00002459,1165136.82436854,7.90849722,0.00002185,0.00002459
1008,319606464,1.49649060,0.00006360,0.00005861,11468.66965407,1.49609529,0.00006364,0.00004745,11586.80544969,1.49630527,0.00024059,0.00021315
1009,278068108,1.62590725,0.00000177,0.00000174,266029.75918182,1.62591538,0.00000329,0.00000295,424116.55269745,1.62590870,0.00000259,0.00000736
1010,301160638,16.62434807,0.02328481,0.02257764,29430842.19991699,18.39063863,0.02219872,0.01971381,139041.28577907,18.39031007,0.02251674,0.01975693
1011,309598681,NaN,0.00000223,0.00000207,31249723.77225017,NaN,NaN,NaN,2948175.14690210,NaN,NaN,NaN
1012,278075650,0.76035481,0.00000061,0.00000066,533532.38700768,0.76035499,0.00000420,0.00000295,616742.49913652,0.76035482,0.00000157,0.00000150
1013,301247295,4.25584071,0.00002015,0.00002022,687535.96919424,4.25580867,0.00002972,0.00003248,541559.16391008,4.25582624,0.00003469,0.00002774
1014,273066197,30.85045703,1.19592968,1.55814105,154365.03051890,33.40412601,0.22387293,0.22171661,22705.08041592,33.37217390,0.34007517,0.23988755
1015,271596290,1.28248812,0.00000001,0.00000020,1375296.99917596,1.28248710,0.00000276,0.00000191,899953.78231559,1.28248811,0.00000279,0.00000036
1016,273131564,7.86345241,0.00046172,0.00046254,28181.98307320,7.86365049,0.00138123,0.00131001,28021.60346108,7.86350444,0.00073414,0.00087316
1017,306955469,11.95061677,0.00137650,0.00135255,17892.44699706,11.95212974,0.00042298,0.00050333,16953.77047419,11.95178864,0.00179372,0.00070327
1018,273173532,1.51309257,0.00000033,0.00000035,90175662.66203982,1.51310213,0.00000002,0.00000038,174610727.42440909,1.51309282,0.00000048,0.00000935
1019,306981513,2.77078469,0.00003882,0.00003588,246958.58532071,2.77058889,0.00018140,0.00039798,244765.75107023,2.77076696,0.00026383,0.00007537
